device_id,measurement_id,room_name,room_id,predict_room,distance,optional_value,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,algorithm,n_estimators,max_depth,algorithm_value,duration,correct
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.54,-1,all,-100,0,-100,none,random_forest,50,9,3,0.992542028427124,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.5958119658119658,-1,all,-100,0,-100,none,random_forest,50,9,4,0.9694163799285889,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.5753333333333334,-1,all,-100,0,-100,none,random_forest,50,9,5,0.9650969505310059,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.6184615384615385,-1,all,-100,0,-100,none,random_forest,50,9,6,0.9789330959320068,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.5233333333333333,-1,all,-100,0,-100,none,random_forest,50,9,7,0.9586849212646484,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.501,-1,all,-100,0,-100,none,random_forest,50,9,8,0.9651501178741455,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.568,-1,all,-100,0,-100,none,random_forest,50,9,9,0.9905972480773926,False
e2696f36-24d4-4eb1-a76c-567120c35689,161,WH_C_354,8,WH_C_334,0.635,-1,all,-100,0,-100,none,random_forest,50,9,10,0.961798906326294,False
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,sqrt,0.9612727165222168,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.4,-1,all,-100,0,-100,none,random_forest,50,9,log2,0.971215009689331,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.52,-1,all,-100,0,-100,none,random_forest,50,9,None,1.0146222114562988,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,0.1,0.9968059062957764,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.32,-1,all,-100,0,-100,none,random_forest,50,9,0.2,0.9745419025421143,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,0.3,0.9690232276916504,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,0.4,1.0094711780548096,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.52,-1,all,-100,0,-100,none,random_forest,50,9,0.5,0.9603188037872314,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.5,-1,all,-100,0,-100,none,random_forest,50,9,0.6,0.9600110054016113,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.58,-1,all,-100,0,-100,none,random_forest,50,9,0.7,0.9563100337982178,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.54,-1,all,-100,0,-100,none,random_forest,50,9,0.8,0.9513087272644043,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,0.9,0.9558126926422119,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.42,-1,all,-100,0,-100,none,random_forest,50,9,1,0.957291841506958,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.32,-1,all,-100,0,-100,none,random_forest,50,9,2,0.9554858207702637,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.48,-1,all,-100,0,-100,none,random_forest,50,9,3,0.9850139617919922,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.46,-1,all,-100,0,-100,none,random_forest,50,9,4,0.9596831798553467,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.4,-1,all,-100,0,-100,none,random_forest,50,9,5,0.9786891937255859,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.44,-1,all,-100,0,-100,none,random_forest,50,9,6,0.9627270698547363,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.6,-1,all,-100,0,-100,none,random_forest,50,9,7,0.9650990962982178,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.38,-1,all,-100,0,-100,none,random_forest,50,9,8,0.9624776840209961,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.46,-1,all,-100,0,-100,none,random_forest,50,9,9,0.9615569114685059,True
esp_32_300,314,WH_C_405,16,WH_C_405,0.342,-1,all,-100,0,-100,none,random_forest,50,9,10,0.9570560455322266,True
esp_32_206,62,WH_C_335,2,WH_C_424,0.52,-1,all,-100,0,-100,none,random_forest,50,9,sqrt,0.9780762195587158,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.46,-1,all,-100,0,-100,none,random_forest,50,9,log2,0.9684128761291504,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.5,-1,all,-100,0,-100,none,random_forest,50,9,None,0.9895601272583008,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.6,-1,all,-100,0,-100,none,random_forest,50,9,0.1,0.9615778923034668,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.5,-1,all,-100,0,-100,none,random_forest,50,9,0.2,0.9706947803497314,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.6,-1,all,-100,0,-100,none,random_forest,50,9,0.3,0.9635288715362549,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.58,-1,all,-100,0,-100,none,random_forest,50,9,0.4,0.9608278274536133,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.56,-1,all,-100,0,-100,none,random_forest,50,9,0.5,0.9627032279968262,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.56,-1,all,-100,0,-100,none,random_forest,50,9,0.6,0.975762128829956,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.62,-1,all,-100,0,-100,none,random_forest,50,9,0.7,0.959479808807373,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.52,-1,all,-100,0,-100,none,random_forest,50,9,0.8,0.969763994216919,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.5,-1,all,-100,0,-100,none,random_forest,50,9,0.9,0.9680619239807129,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.48,-1,all,-100,0,-100,none,random_forest,50,9,1,0.9877853393554688,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.62,-1,all,-100,0,-100,none,random_forest,50,9,2,0.9594681262969971,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.64,-1,all,-100,0,-100,none,random_forest,50,9,3,0.9594249725341797,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.66,-1,all,-100,0,-100,none,random_forest,50,9,4,0.9692988395690918,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.5,-1,all,-100,0,-100,none,random_forest,50,9,5,0.960813045501709,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.6,-1,all,-100,0,-100,none,random_forest,50,9,6,0.9596500396728516,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.46,-1,all,-100,0,-100,none,random_forest,50,9,7,0.9544718265533447,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.56,-1,all,-100,0,-100,none,random_forest,50,9,8,0.9471938610076904,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.46,-1,all,-100,0,-100,none,random_forest,50,9,9,0.9486150741577148,False
esp_32_206,62,WH_C_335,2,WH_C_424,0.6,-1,all,-100,0,-100,none,random_forest,50,9,10,0.9563848972320557,False
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.4,-1,all,-100,0,-100,none,random_forest,50,9,sqrt,0.99326491355896,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.4,-1,all,-100,0,-100,none,random_forest,50,9,log2,0.953131914138794,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.36,-1,all,-100,0,-100,none,random_forest,50,9,None,0.9481039047241211,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.48,-1,all,-100,0,-100,none,random_forest,50,9,0.1,0.9600481986999512,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.44,-1,all,-100,0,-100,none,random_forest,50,9,0.2,0.9478278160095215,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.34,-1,all,-100,0,-100,none,random_forest,50,9,0.3,0.9477829933166504,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.42,-1,all,-100,0,-100,none,random_forest,50,9,0.4,0.9507780075073242,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_458,0.4,-1,all,-100,0,-100,none,random_forest,50,9,0.5,0.9568049907684326,False
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.34,-1,all,-100,0,-100,none,random_forest,50,9,0.6,0.9543259143829346,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.5,-1,all,-100,0,-100,none,random_forest,50,9,0.7,0.980212926864624,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.48,-1,all,-100,0,-100,none,random_forest,50,9,0.8,0.9621877670288086,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.48,-1,all,-100,0,-100,none,random_forest,50,9,0.9,0.9537420272827148,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.48,-1,all,-100,0,-100,none,random_forest,50,9,1,0.9497458934783936,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.54,-1,all,-100,0,-100,none,random_forest,50,9,2,0.9484119415283203,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.46,-1,all,-100,0,-100,none,random_forest,50,9,3,0.9595372676849365,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.3,-1,all,-100,0,-100,none,random_forest,50,9,4,0.9550068378448486,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.4,-1,all,-100,0,-100,none,random_forest,50,9,5,0.9599330425262451,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.34,-1,all,-100,0,-100,none,random_forest,50,9,6,0.9722790718078613,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.32,-1,all,-100,0,-100,none,random_forest,50,9,7,0.9551119804382324,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_402,0.34,-1,all,-100,0,-100,none,random_forest,50,9,8,0.9911789894104004,False
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.48,-1,all,-100,0,-100,none,random_forest,50,9,9,0.9633829593658447,True
e2696f36-24d4-4eb1-a76c-567120c35689,249,WH_C_401,12,WH_C_401,0.46,-1,all,-100,0,-100,none,random_forest,50,9,10,0.9726316928863525,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,sqrt,0.9619770050048828,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,log2,0.9581692218780518,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,None,0.9707150459289551,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.1,0.9576067924499512,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.2,0.9606738090515137,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.3,0.9554958343505859,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.4,0.9490740299224854,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.5,0.9738309383392334,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.6,0.961029052734375,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.7,0.9607276916503906,True
esp_32_005,533,WH_C_457,27,WH_C_457,0.98,-1,all,-100,0,-100,none,random_forest,50,9,0.8,0.9679749011993408,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,0.9,0.9614109992980957,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,1,0.9708559513092041,True
esp_32_005,533,WH_C_457,27,WH_C_457,0.98,-1,all,-100,0,-100,none,random_forest,50,9,2,0.9615411758422852,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,3,0.9666938781738281,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,4,0.9587893486022949,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,5,0.9630892276763916,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,6,0.9606480598449707,True
esp_32_005,533,WH_C_457,27,WH_C_457,0.98,-1,all,-100,0,-100,none,random_forest,50,9,7,0.9654710292816162,True
esp_32_005,533,WH_C_457,27,WH_C_457,0.98,-1,all,-100,0,-100,none,random_forest,50,9,8,0.9580721855163574,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,9,0.9764058589935303,True
esp_32_005,533,WH_C_457,27,WH_C_457,1.0,-1,all,-100,0,-100,none,random_forest,50,9,10,0.9840281009674072,True
esp_32_006,365,WH_C_424,19,WH_C_335,0.5,-1,all,-100,0,-100,none,random_forest,50,9,sqrt,0.9638206958770752,False
esp_32_006,365,WH_C_424,19,WH_C_335,0.48,-1,all,-100,0,-100,none,random_forest,50,9,log2,0.9711277484893799,False
esp_32_006,365,WH_C_424,19,WH_C_424,0.56,-1,all,-100,0,-100,none,random_forest,50,9,None,0.9642009735107422,True
esp_32_006,365,WH_C_424,19,WH_C_424,0.62,-1,all,-100,0,-100,none,random_forest,50,9,0.1,0.9624629020690918,True
esp_32_006,365,WH_C_424,19,WH_C_424,0.7,-1,all,-100,0,-100,none,random_forest,50,9,0.2,0.9698541164398193,True
esp_32_006,365,WH_C_424,19,WH_C_424,0.6,-1,all,-100,0,-100,none,random_forest,50,9,0.3,0.9616389274597168,True
esp_32_006,365,WH_C_424,19,WH_C_424,0.52,-1,all,-100,0,-100,none,random_forest,50,9,0.4,0.9662079811096191,True
