device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,weights,algorithm,algorithm_value,duration,correct
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,1,0.9837291240692139,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,5,0.946868896484375,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,7,0.9795629978179932,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,9,1.0152130126953125,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,11,0.9905059337615967,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,13,1.0300371646881104,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,15,0.9837088584899902,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,17,0.9765911102294922,True
esp_32_009,10,WH_C_334,1,WH_C_334,1.4142135623730951,all,-100,0,-100,none,uniform,knn_euclidean,19,0.9486563205718994,True
esp_32_009,10,WH_C_334,1,WH_C_334,0.003676470588235294,all,-100,0,-100,none,uniform,knn_sorensen,1,0.9684669971466064,True
esp_32_009,10,WH_C_334,1,WH_C_334,0.003676470588235294,all,-100,0,-100,none,uniform,knn_sorensen,5,0.9708912372589111,True
esp_32_009,10,WH_C_334,1,WH_C_334,0.003676470588235294,all,-100,0,-100,none,uniform,knn_sorensen,7,0.9696919918060303,True
esp_32_009,10,WH_C_334,1,WH_C_334,0.003676470588235294,all,-100,0,-100,none,uniform,knn_sorensen,9,0.9547488689422607,True
