device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_rssi_threshold,value_scaling_strategy,weights,algorithm,algorithm_value,duration,correct
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.0436067997043606,eduroam,-100,-100,none,distance,knn_sorensen,9.0,0.9898638725280762,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3628610472510848,eduroam,-100,-100,none,distance,svm_linear,0.001,0.9857840538024902,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3142198703022093,eduroam,-100,-100,none,distance,svm_linear,0.005,0.9811890125274658,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3698245311193689,eduroam,-100,-100,none,distance,svm_linear,0.01,0.9684000015258788,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6302907528518498,eduroam,-100,-100,none,distance,svm_rbf,5.0,0.9938399791717528,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.599943803701531,eduroam,-100,-100,none,distance,svm_rbf,1.0,1.0008227825164795,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6347983331409703,eduroam,-100,-100,none,distance,svm_rbf,0.5,1.0235028266906738,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.4174206520522548,eduroam,-100,-100,exponential,distance,knn_euclidean,5.0,0.9803369045257568,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.4174206520522548,eduroam,-100,-100,exponential,distance,knn_euclidean,7.0,1.3408336639404297,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.4174206520522548,eduroam,-100,-100,exponential,distance,knn_euclidean,9.0,1.049670696258545,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.1971045034109833,eduroam,-100,-100,exponential,distance,knn_sorensen,5.0,1.0036561489105225,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.1971045034109833,eduroam,-100,-100,exponential,distance,knn_sorensen,7.0,1.2400891780853271,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.1971045034109833,eduroam,-100,-100,exponential,distance,knn_sorensen,9.0,0.9799811840057372,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_444,0.809768849349672,eduroam,-100,-100,exponential,distance,svm_linear,0.001,0.988489866256714,False
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_444,0.8027431303785268,eduroam,-100,-100,exponential,distance,svm_linear,0.005,1.006300926208496,False
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.808762418809613,eduroam,-100,-100,exponential,distance,svm_linear,0.01,1.000561237335205,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7653135109139058,eduroam,-100,-100,exponential,distance,svm_rbf,5.0,0.9822900295257568,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7375605011897046,eduroam,-100,-100,exponential,distance,svm_rbf,1.0,0.9920856952667236,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7154649572162886,eduroam,-100,-100,exponential,distance,svm_rbf,0.5,0.9789540767669678,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3699992043878836,eduroam,-100,-100,powed,distance,knn_euclidean,5.0,0.9717020988464355,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3699992043878836,eduroam,-100,-100,powed,distance,knn_euclidean,7.0,0.9689671993255616,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.3699992043878836,eduroam,-100,-100,powed,distance,knn_euclidean,9.0,1.0065340995788574,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2270868228161593,eduroam,-100,-100,powed,distance,knn_sorensen,5.0,0.9720768928527832,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2270868228161593,eduroam,-100,-100,powed,distance,knn_sorensen,7.0,0.9694640636444092,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2270868228161593,eduroam,-100,-100,powed,distance,knn_sorensen,9.0,0.967339038848877,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7705400774889832,eduroam,-100,-100,powed,distance,svm_linear,0.001,0.975498914718628,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_444,0.7913237561660296,eduroam,-100,-100,powed,distance,svm_linear,0.005,1.0320181846618652,False
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_350,0.7988152162606853,eduroam,-100,-100,powed,distance,svm_linear,0.01,0.9743320941925048,False
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7332409727030431,eduroam,-100,-100,powed,distance,svm_rbf,5.0,0.9831011295318604,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7847065575426421,eduroam,-100,-100,powed,distance,svm_rbf,1.0,0.9710350036621094,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.8232769838822082,eduroam,-100,-100,powed,distance,svm_rbf,0.5,0.9712119102478028,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6613588229675352,eduroam,-100,-100,positive,distance,knn_euclidean,5.0,0.9752910137176514,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6613588229675352,eduroam,-100,-100,positive,distance,knn_euclidean,7.0,0.9656729698181152,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6613588229675352,eduroam,-100,-100,positive,distance,knn_euclidean,9.0,0.9885246753692628,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2001830942935611,eduroam,-100,-100,positive,distance,knn_sorensen,5.0,1.011291265487671,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2001830942935611,eduroam,-100,-100,positive,distance,knn_sorensen,7.0,0.9721353054046632,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.2001830942935611,eduroam,-100,-100,positive,distance,knn_sorensen,9.0,0.9743731021881104,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7909436359033261,eduroam,-100,-100,positive,distance,svm_linear,0.001,1.0002400875091553,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7770915014288029,eduroam,-100,-100,positive,distance,svm_linear,0.005,0.9751749038696288,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7899503825961378,eduroam,-100,-100,positive,distance,svm_linear,0.01,0.9799022674560548,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.727194779398513,eduroam,-100,-100,positive,distance,svm_rbf,5.0,0.9838037490844728,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.6733837656465869,eduroam,-100,-100,positive,distance,svm_rbf,1.0,0.9797489643096924,True
e2696f36-24d4-4eb1-a76c-567120c35689,460,WH_C_445,22,WH_C_445,0.7170078375755027,eduroam,-100,-100,positive,distance,svm_rbf,0.5,1.006631851196289,True
esp_32_106,339,WH_C_414,18,WH_C_414,2.8284271247461903,eduroam,-100,-100,none,distance,knn_euclidean,5.0,0.981297731399536,True
esp_32_106,339,WH_C_414,18,WH_C_414,2.8284271247461903,eduroam,-100,-100,none,distance,knn_euclidean,7.0,1.0240890979766846,True
esp_32_106,339,WH_C_414,18,WH_C_414,2.8284271247461903,eduroam,-100,-100,none,distance,knn_euclidean,9.0,0.9749760627746582,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.0072568940493468,eduroam,-100,-100,none,distance,knn_sorensen,5.0,0.976747989654541,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.0072568940493468,eduroam,-100,-100,none,distance,knn_sorensen,7.0,0.99790620803833,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.0072568940493468,eduroam,-100,-100,none,distance,knn_sorensen,9.0,0.9831891059875488,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.3292481146388053,eduroam,-100,-100,none,distance,svm_linear,0.001,1.0752272605895996,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.2913290863241476,eduroam,-100,-100,none,distance,svm_linear,0.005,1.084099054336548,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.2426483361572582,eduroam,-100,-100,none,distance,svm_linear,0.01,1.0559260845184326,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.4966053362622447,eduroam,-100,-100,none,distance,svm_rbf,5.0,1.0111119747161863,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5411243779620933,eduroam,-100,-100,none,distance,svm_rbf,1.0,1.0615971088409424,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5392690691224243,eduroam,-100,-100,none,distance,svm_rbf,0.5,1.052398920059204,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5069801939009982,eduroam,-100,-100,exponential,distance,knn_euclidean,5.0,0.9928290843963624,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5069801939009982,eduroam,-100,-100,exponential,distance,knn_euclidean,7.0,0.981064796447754,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5069801939009982,eduroam,-100,-100,exponential,distance,knn_euclidean,9.0,0.992893934249878,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1212114980679663,eduroam,-100,-100,exponential,distance,knn_sorensen,5.0,1.013408899307251,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1212114980679663,eduroam,-100,-100,exponential,distance,knn_sorensen,7.0,0.9839999675750732,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1212114980679663,eduroam,-100,-100,exponential,distance,knn_sorensen,9.0,1.016862869262695,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.6400349515208557,eduroam,-100,-100,exponential,distance,svm_linear,0.001,0.9867420196533204,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.7146286442985699,eduroam,-100,-100,exponential,distance,svm_linear,0.005,0.997490167617798,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.7427533524110768,eduroam,-100,-100,exponential,distance,svm_linear,0.01,0.970123052597046,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5632373963428434,eduroam,-100,-100,exponential,distance,svm_rbf,5.0,0.9726200103759766,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5839150818750616,eduroam,-100,-100,exponential,distance,svm_rbf,1.0,0.9660379886627196,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.6535653399109793,eduroam,-100,-100,exponential,distance,svm_rbf,0.5,0.9798851013183594,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.458251862136349,eduroam,-100,-100,powed,distance,knn_euclidean,5.0,0.965487003326416,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.458251862136349,eduroam,-100,-100,powed,distance,knn_euclidean,7.0,0.988028049468994,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.458251862136349,eduroam,-100,-100,powed,distance,knn_euclidean,9.0,0.9620471000671388,True
