device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,weights,algorithm,algorithm_value,duration,correct
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,1,1.1768603324890137,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,3,1.14621901512146,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,5,1.1497962474822998,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,7,1.1450088024139404,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,9,1.189978837966919,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,11,1.150554895401001,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,13,1.145082950592041,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_351,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,15,1.1657519340515137,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_335,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,17,1.1761207580566406,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,71,WH_C_351,5,WH_C_335,0.019469026548672566,all,-100,0,-100,none,uniform,knn_sorensen,19,1.1837449073791504,False
